"285","13","","DeAndre Washington","KC","RB79","10","185","387","273.1","41.2","272.0","-13.0"
"286","13","","Tua Tagovailoa","MIA","QB33","11","137","379","297.0","45.1","209.0","-77.0"
"287","13","","Marquez Valdes-Scantling","GB","WR96","5","208","387","280.1","33.8","293.0","+6.0"
"288","13","","Auden Tate","CIN","WR97","9","160","381","278.9","34.0","285.0","-3.0"
"289","13","","Darwin Thompson","KC","RB80","10","174","358","282.6","37.1","278.0","-11.0"
"290","13","","Demarcus Robinson","KC","WR98","10","191","384","284.7","33.2","295.0","+5.0"
"291","13","","Atlanta (ATL)","","DST25","10","193","339","300.6","26.8","",""
"292","13","","Mike Boone","MIN","RB81","7","187","374","280.9","33.5","304.0","+12.0"
"293","13","","Aldrick Rosas","NYG","K22","11","164","351","297.8","25.5","238.0","-55.0"
"294","13","","Antonio Gandy-Golden","WAS","WR99","8","128","367","273.8","47.5","",""
"295","13","","Devin Duvernay","BAL","WR100","8","121","390","278.1","46.9","",""
"296","13","","Frank Gore","NYJ","RB82","11","131","385","286.5","58.1","",""
"297","13","","Brett Maher","NYJ","K23","11","168","342","293.9","31.6","",""
"298","13","","Detroit (DET)","","DST26","5","175","344","306.9","30.7","",""
"299","13","","J.J. Arcega-Whiteside","PHI","WR101","9","122","384","285.1","36.1","297.0","-2.0"
"300","13","","Daniel Carlson","LV","K24","6","199","332","303.0","26.1","",""
"301","13","","Mitch Trubisky","CHI","QB34","11","158","384","306.1","41.2","292.0","-9.0"
"302","13","","Peyton Barber","WAS","RB83","8","144","378","279.6","45.1","286.0","-16.0"
"303","13","","Cameron Brate","TB","TE35","13","236","374","294.9","28.4","299.0","-4.0"
"304","13","","Dare Ogunbowale","TB","RB84","13","186","386","302.7","39.9","",""
